First Name*,Middle Name,Last Name*,Email*,Phone,Date of Birth,Gender,Marital Status,Job Title,Department,Manager Email,Employment Type,Employment Status,Join Date,Probation End Date,Create User Account? (Yes/No),Username,Password,Access Role,Basic Salary,Housing Allowance,Transport Allowance,Medical Allowance,Lunch Allowance,Other Allowances,Bank Name,Bank Account Number,Bank Branch,Mobile Money Number,National ID*,Passport Number,TIN Number,NSSF Number,Address,City,District,Emergency Contact Name,Emergency Contact Phone,Emergency Contact Relationship,Notes
Brenda,Mary,Ssekitto,brenda.ssekitto@company.co.ug,+256799310339,1985-09-24,Female,Divorced,Civil Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2018-09-25,,Yes,brenda.ssekitto,Welcome2025!,Employee,7441957,300000,0,250000,300000,1000000,Bank of Africa,1146979037,Central Branch,+256757573198,CM939863519072,,3752436826,43413076-61,"Plot 10, Ggaba Road",Masaka,Kampala,Francis Kiwanuka,+256728680404,Friend,
Grace,,Mbabazi,grace.mbabazi@company.co.ug,+256700184430,1998-08-06,Female,Married,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2019-01-12,,Yes,grace.mbabazi,Welcome2025!,Admin,1823448,800000,800000,0,150000,0,Equity Bank,8993046324,Central Branch,,CM905800051535,,3780869574,60051307-95,"Plot 27, Nakasero",Mbarara,Kampala,Mary Nalwanga,+256721603491,Parent,
Esther,,Kiwanuka,esther.kiwanuka@company.co.ug,+256754394194,1980-06-18,Female,Widowed,Recruitment Specialist,Human Resources,manager.humanresources@company.co.ug,Part-time,Active,2022-01-29,2022-07-28,No,,,,5434588,0,250000,450000,0,700000,DFCU Bank,8030727030,Kampala Branch,,CM927438807089,,9504903830,85154592-42,"Plot 71, Ggaba Road",Masaka,Mbarara,Prossy Tumwebaze,+256744123349,Spouse,
Samuel,James,Okello,samuel.okello@company.co.ug,+256704154148,1981-11-15,Male,Married,Financial Analyst,Finance,manager.finance@company.co.ug,Full-time,Active,2021-12-19,2022-06-17,Yes,samuel.okello,Welcome2025!,Admin,3682484,500000,200000,550000,0,0,Absa Bank,8560708884,Central Branch,,CM766057183135,,9990341442,96567043-77,"Plot 215, Entebbe Road",Masaka,Mbale,Mary Asiimwe,+256706413408,Child,
Nakato,,Nabukenya,nakato.nabukenya@company.co.ug,+256703316926,1992-03-09,Female,Widowed,Logistics Coordinator,Operations,,Full-time,Active,2025-02-23,,No,,,,6668140,400000,600000,450000,100000,0,Stanbic Bank,3413395957,Central Branch,,CM963120912643,,4937734747,90842581-94,"Plot 111, Nakasero",Mbarara,Mbarara,Faith Nalwanga,+256793009484,Child,
Doreen,,Mukasa,doreen.mukasa@company.co.ug,+256767803752,1986-06-28,Female,Widowed,Logistics Coordinator,Operations,,Full-time,Active,2014-03-31,2014-09-27,No,,,,3020303,600000,650000,550000,150000,0,Equity Bank,7074454098,Kampala Main,+256755837749,CM729634982415,,,55340624-48,"Plot 114, Old Kampala Road",Fort Portal,Wakiso,James Kiwanuka,+256771035481,Friend,
Peter,,Mbabazi,peter.mbabazi@company.co.ug,+256785863464,2002-10-03,Male,Widowed,Civil Engineer,Engineering,manager.engineering@company.co.ug,Contract,Active,2020-01-22,,Yes,peter.mbabazi,Welcome2025!,Employee,1572898,500000,850000,0,200000,0,Centenary Bank,2506515621,Kampala Branch,,CM916928658171,,3813621291,87313922-80,"Plot 158, Old Kampala Road",Gulu,Mbarara,Doreen Kato,+256706019350,Friend,
Brenda,Charles,Nabukeera,brenda.nabukeera@company.co.ug,+256726796462,2003-08-07,Female,Single,Admin Officer,Operations,,Contract,Active,2022-03-09,,Yes,brenda.nabukeera,Welcome2025!,Employee,9278676,1700000,0,0,300000,1100000,Bank of Africa,3448257402,Kampala Main,+256757308472,CM798968559762,,9819357740,,"Plot 18, Bombo Road",Mbale,Wakiso,Patrick Byaruhanga,+256712257975,Parent,
Achen,Nakato,Tumwebaze,achen.tumwebaze@company.co.ug,+256782509198,1986-07-12,Female,Single,HR Manager,Human Resources,,Full-time,Active,2017-03-28,,No,,,,2901235,0,0,0,0,700000,Stanbic Bank,2816385837,Kampala Main,,CM950637714661,,,76346635-70,"Plot 67, Entebbe Road",Entebbe,Kampala,Stephen Kato,+256741557509,Parent,
Grace,,Mbabazi,grace.mbabazi@company.co.ug,+256779677358,1985-03-16,Female,Married,Marketing Officer,Sales,manager.sales@company.co.ug,Part-time,Active,2019-10-21,,Yes,grace.mbabazi,Welcome2025!,Admin,8605282,500000,200000,200000,0,1000000,DFCU Bank,5747865008,Central Branch,,CM788938427382,,6509400089,72457501-96,"Plot 197, Old Kampala Road",Gulu,Gulu,David Ssekitto,+256704875742,Spouse,
Prossy,,Okello,prossy.okello@company.co.ug,+256741021013,2004-08-11,Female,Divorced,Executive Director,Management,manager.management@company.co.ug,Full-time,Active,2025-07-24,2026-01-20,No,,,,4872539,400000,0,0,150000,200000,Bank of Africa,9330338564,Kampala Branch,+256752139384,CM891620942453,,9048874780,88677551-86,"Plot 123, Entebbe Road",Mbale,Wakiso,Mary Apio,+256770049114,Sibling,
Ronald,,Okello,ronald.okello@company.co.ug,+256710842230,1990-01-05,Male,Single,General Manager,Management,,Full-time,Active,2015-11-05,,Yes,ronald.okello,Welcome2025!,Employee,7763495,1100000,350000,150000,300000,100000,Bank of Africa,4183724601,Central Branch,+256750546249,CM712189511379,,1930652772,,"Plot 178, Nakasero",Masaka,Jinja,Moses Ssekitto,+256768041085,Child,
Peter,,Nabukeera,peter.nabukeera@company.co.ug,+256721546273,2003-05-20,Male,Married,Logistics Coordinator,Operations,manager.operations@company.co.ug,Contract,Active,2021-06-20,,Yes,peter.nabukeera,Welcome2025!,Admin,7394520,1600000,0,350000,0,1000000,Centenary Bank,5686199576,Central Branch,,CM851078906916,,4987736726,,"Plot 103, Entebbe Road",Mbale,Wakiso,Mary Tumwebaze,+256762965153,Spouse,
James,Samuel,Apio,james.apio@company.co.ug,+256739202312,1998-11-13,Male,Divorced,General Manager,Management,manager.management@company.co.ug,Full-time,Active,2021-08-19,2022-02-15,Yes,james.apio,Welcome2025!,Admin,8248577,1600000,0,0,0,0,DFCU Bank,5773189201,Kampala Main,,CM993221727078,,,67410136-46,"Plot 183, Old Kampala Road",Mbale,Gulu,Peter Nabukeera,+256748974902,Friend,
Brian,,Mbabazi,brian.mbabazi@company.co.ug,+256778243767,1988-11-13,Male,Widowed,Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2015-04-16,,Yes,brian.mbabazi,Welcome2025!,Employee,7382806,0,300000,450000,0,700000,Centenary Bank,9000813806,Central Branch,,CM821766277075,,3856357294,60218288-43,"Plot 134, Old Kampala Road",Masaka,Mbarara,Gloria Apio,+256747911817,Parent,
Nantongo,Geoffrey,Nabukenya,nantongo.nabukenya@company.co.ug,+256714857849,1985-08-01,Female,Married,Executive Director,Management,,Full-time,Active,2020-08-26,2021-02-22,No,,,,3085112,400000,0,550000,150000,0,DFCU Bank,3195757536,Kampala Main,,CM858754107963,,3875816614,,"Plot 121, Entebbe Road",Gulu,Kampala,Patrick Mbabazi,+256782138196,Sibling,
Patrick,,Nabukenya,patrick.nabukenya@company.co.ug,+256721207790,1993-03-02,Male,Widowed,Civil Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2024-12-30,2025-06-28,No,,,,2584886,0,0,0,0,1100000,DFCU Bank,6580898988,Kampala Main,+256753926732,CM786658372712,,,76916485-56,"Plot 200, Entebbe Road",Entebbe,Mbale,Prossy Nalwanga,+256744910861,Sibling,
Esther,Doreen,Kato,esther.kato@company.co.ug,+256721987609,1991-08-21,Female,Divorced,Operations Manager,Operations,manager.operations@company.co.ug,Full-time,Active,2025-06-26,,No,,,,5638802,1300000,850000,300000,300000,0,Centenary Bank,8874868210,Kampala Main,+256753442910,CM799086522883,,,,"Plot 150, Entebbe Road",Kampala,Mbale,Peter Kato,+256704063283,Child,
Stephen,,Byaruhanga,stephen.byaruhanga@company.co.ug,+256783400126,1983-02-16,Male,Widowed,Senior Accountant,Finance,manager.finance@company.co.ug,Contract,Active,2021-12-12,2022-06-10,No,,,,2551080,300000,350000,450000,0,0,Equity Bank,5211298005,Kampala Main,,CM808064527304,,6631544913,,"Plot 76, Bombo Road",Mbale,Kampala,Geoffrey Byaruhanga,+256768374424,Friend,
Simon,Charles,Tumwebaze,simon.tumwebaze@company.co.ug,+256736634791,1995-03-27,Male,Single,Logistics Coordinator,Operations,manager.operations@company.co.ug,Contract,Active,2022-03-10,,Yes,simon.tumwebaze,Welcome2025!,Supervisor,5880463,1500000,0,150000,0,0,DFCU Bank,6588938608,Kampala Branch,+256753408382,CM966497389888,,1154101704,95825324-97,"Plot 86, Ggaba Road",Gulu,Jinja,Geoffrey Akello,+256711561003,Child,
Esther,,Tumwebaze,esther.tumwebaze@company.co.ug,+256774139433,1981-12-17,Female,Married,Executive Director,Management,manager.management@company.co.ug,Full-time,Active,2023-05-29,,Yes,esther.tumwebaze,Welcome2025!,Employee,6473740,0,700000,250000,0,0,Stanbic Bank,2107799002,Kampala Branch,+256750744305,CM794597278359,,5656890081,,"Plot 75, Bombo Road",Fort Portal,Kampala,Gloria Mukasa,+256715957880,Spouse,
Doreen,,Nabukenya,doreen.nabukenya@company.co.ug,+256765369749,1990-07-12,Female,Married,HR Officer,Human Resources,,Contract,Active,2017-03-10,,Yes,doreen.nabukenya,Welcome2025!,Employee,5451059,500000,0,400000,0,0,Absa Bank,7365432664,Central Branch,+256752624617,CM796194894451,,5589907654,53363039-35,"Plot 23, Ggaba Road",Fort Portal,Mukono,Brian Tumwebaze,+256795164023,Sibling,
Doreen,,Nabukeera,doreen.nabukeera@company.co.ug,+256794495630,1984-10-12,Female,Divorced,Accountant,Finance,,Full-time,Active,2019-09-11,,No,,,,8646571,1700000,250000,0,150000,1000000,Absa Bank,5963164482,Central Branch,+256753937761,CM901737377800,,,,"Plot 172, Ggaba Road",Mbarara,Wakiso,Samuel Mukasa,+256760914686,Sibling,
Sarah,,Nakandi,sarah.nakandi@company.co.ug,+256738995276,1985-09-19,Female,Married,Sales Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2021-11-19,,No,,,,4078106,1600000,0,150000,200000,0,Absa Bank,2246857132,Kampala Main,,CM961153291736,,5605104595,,"Plot 173, Entebbe Road",Jinja,Jinja,Mary Okello,+256721622635,Parent,
Mary,,Okello,mary.okello@company.co.ug,+256730870092,1992-08-01,Female,Widowed,Payroll Officer,Finance,manager.finance@company.co.ug,Full-time,Active,2019-03-24,,No,,,,4411177,1200000,500000,0,0,0,Bank of Africa,2754703161,Kampala Branch,+256755574787,CM853607436804,,1966938074,,"Plot 173, Nakasero",Kampala,Mbarara,Rebecca Okello,+256722918797,Sibling,
Sarah,,Tumwebaze,sarah.tumwebaze@company.co.ug,+256755125363,2005-11-18,Female,Divorced,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2018-08-27,2019-02-23,No,,,,2307294,900000,400000,150000,150000,0,Bank of Africa,8753797519,Kampala Main,,CM751367954937,,,99086343-59,"Plot 189, Nakasero",Jinja,Mukono,Nakato Nalwanga,+256712941173,Spouse,
Rebecca,,Nakandi,rebecca.nakandi@company.co.ug,+256723295796,2002-06-04,Female,Married,Admin Officer,Operations,manager.operations@company.co.ug,Contract,Active,2022-08-13,,No,,,,6814566,900000,400000,0,200000,0,Equity Bank,2118792342,Central Branch,,CM932099049527,,,70309450-91,"Plot 158, Ggaba Road",Jinja,Kampala,David Nabukeera,+256749194367,Spouse,
Lydia,Doreen,Tumwebaze,lydia.tumwebaze@company.co.ug,+256788003431,1998-12-04,Female,Single,Financial Analyst,Finance,,Full-time,Active,2023-07-25,,Yes,lydia.tumwebaze,Welcome2025!,Supervisor,5970960,1100000,0,300000,0,0,Bank of Africa,9062228646,Kampala Branch,,CM900381654002,,7750589609,37511211-44,"Plot 25, Ggaba Road",Mbale,Wakiso,James Tumwebaze,+256702370213,Sibling,
John,Brian,Kato,john.kato@company.co.ug,+256723518083,1975-08-24,Male,Single,Civil Engineer,Engineering,,Full-time,Active,2016-09-18,2017-03-17,No,,,,8254775,400000,0,250000,0,0,Absa Bank,3200012377,Kampala Branch,+256758218013,CM922533753804,,,65809028-18,"Plot 202, Entebbe Road",Kampala,Gulu,Patrick Apio,+256703424031,Friend,
Prossy,Stephen,Ssekitto,prossy.ssekitto@company.co.ug,+256744755893,1994-07-05,Female,Married,Logistics Coordinator,Operations,manager.operations@company.co.ug,Full-time,Active,2023-01-17,2023-07-16,Yes,prossy.ssekitto,Welcome2025!,Employee,6119284,300000,600000,350000,0,800000,Equity Bank,4885037145,Kampala Main,,CM813782239530,,,34222909-92,"Plot 111, Bombo Road",Mbarara,Mbale,Francis Mukasa,+256734580361,Parent,
James,,Byaruhanga,james.byaruhanga@company.co.ug,+256729708509,1991-02-23,Male,Married,Senior Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2022-11-18,2023-05-17,Yes,james.byaruhanga,Welcome2025!,Supervisor,6119016,1400000,300000,550000,0,0,Absa Bank,1341502845,Central Branch,,CM929197176318,,,67527899-53,"Plot 111, Nakasero",Fort Portal,Wakiso,Patrick Nakandi,+256782612660,Child,
Samuel,Peter,Nakandi,samuel.nakandi@company.co.ug,+256759965109,1999-10-06,Male,Single,HR Officer,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2014-03-10,,Yes,samuel.nakandi,Welcome2025!,Supervisor,2294785,1300000,650000,450000,250000,500000,Stanbic Bank,2970176537,Central Branch,,CM722080691900,,6124833773,61136247-27,"Plot 176, Old Kampala Road",Kampala,Wakiso,John Asiimwe,+256797916918,Friend,
Gloria,Rebecca,Nalwanga,gloria.nalwanga@company.co.ug,+256766910312,1998-07-22,Female,Widowed,HR Manager,Human Resources,manager.humanresources@company.co.ug,Part-time,Active,2021-01-27,,No,,,,4658491,900000,250000,300000,200000,0,Absa Bank,2599609873,Kampala Main,,CM814765805493,,3234959944,47934669-10,"Plot 126, Bombo Road",Jinja,Kampala,Peter Mukasa,+256713701700,Spouse,
Esther,,Mbabazi,esther.mbabazi@company.co.ug,+256731424238,1986-02-26,Female,Single,Payroll Officer,Finance,manager.finance@company.co.ug,Full-time,Active,2024-06-17,,No,,,,2143134,0,0,450000,200000,200000,Bank of Africa,1568725459,Kampala Main,+256759715533,CM931423303964,,8361677333,,"Plot 190, Nakasero",Entebbe,Mbarara,Namukwaya Kato,+256786168453,Sibling,
Geoffrey,Esther,Ssekitto,geoffrey.ssekitto@company.co.ug,+256742322255,2005-03-10,Male,Single,Electrical Engineer,Engineering,,Part-time,Active,2023-03-02,,No,,,,4026889,1500000,450000,550000,200000,0,Equity Bank,1752187949,Kampala Main,,CM907248305042,,,45691608-43,"Plot 194, Nakasero",Fort Portal,Mukono,Samuel Asiimwe,+256743034876,Sibling,
David,,Kiwanuka,david.kiwanuka@company.co.ug,+256700980782,1994-12-22,Male,Married,Electrical Engineer,Engineering,,Full-time,Active,2015-07-23,2016-01-19,Yes,david.kiwanuka,Welcome2025!,Supervisor,1671290,1700000,0,350000,0,900000,Equity Bank,6597570529,Central Branch,,CM893532213532,,6204393633,,"Plot 52, Bombo Road",Gulu,Wakiso,Namukwaya Nakandi,+256749114701,Sibling,
Ronald,,Nabukenya,ronald.nabukenya@company.co.ug,+256751015526,2003-09-15,Male,Married,HR Officer,Human Resources,,Contract,Active,2023-03-08,2023-09-04,Yes,ronald.nabukenya,Welcome2025!,Admin,7351162,1600000,400000,550000,100000,0,Absa Bank,8555853236,Central Branch,,CM709903632398,,3126104391,56968319-74,"Plot 220, Bombo Road",Mbale,Kampala,Francis Nabukeera,+256776482776,Spouse,
Achen,,Apio,achen.apio@company.co.ug,+256776610989,1982-12-22,Female,Single,Accountant,Finance,,Part-time,Active,2017-02-21,,No,,,,2325984,1600000,500000,200000,100000,0,Stanbic Bank,9320346300,Kampala Branch,,CM713185111717,,7176130519,52265548-85,"Plot 61, Bombo Road",Masaka,Kampala,Prossy Ssekitto,+256762333109,Child,
Nantongo,,Tumwebaze,nantongo.tumwebaze@company.co.ug,+256763322272,1996-05-02,Female,Widowed,Procurement Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2022-12-20,,No,,,,9112324,0,0,300000,0,0,Absa Bank,2248617166,Kampala Branch,,CM803692266640,,,,"Plot 103, Nakasero",Gulu,Mbarara,Rebecca Nabukenya,+256768623369,Parent,
James,,Asiimwe,james.asiimwe@company.co.ug,+256718997919,1984-12-11,Male,Married,Project Engineer,Engineering,,Full-time,Active,2015-09-26,,No,,,,6986340,1600000,300000,0,150000,1100000,DFCU Bank,6894658637,Kampala Main,,CM889045653559,,,33363724-27,"Plot 168, Ggaba Road",Entebbe,Kampala,Nantongo Nabukeera,+256738863165,Parent,
Joseph,Francis,Nabukeera,joseph.nabukeera@company.co.ug,+256721844736,2005-10-21,Male,Divorced,Project Manager,Management,manager.management@company.co.ug,Full-time,Active,2016-12-08,,No,,,,7412058,1500000,250000,250000,0,0,Bank of Africa,2768795069,Kampala Branch,,CM955392236717,,,57047035-27,"Plot 187, Ggaba Road",Gulu,Wakiso,Charles Mukasa,+256776281535,Friend,
Gloria,,Akello,gloria.akello@company.co.ug,+256788238607,1979-07-19,Female,Widowed,Project Manager,Management,manager.management@company.co.ug,Full-time,Active,2020-01-20,,Yes,gloria.akello,Welcome2025!,Employee,3067003,1700000,600000,350000,100000,200000,Bank of Africa,9623211771,Central Branch,,CM742732473093,,,56490000-56,"Plot 52, Nakasero",Mbarara,Wakiso,Samuel Kiwanuka,+256744361782,Friend,
Charles,,Nabukenya,charles.nabukenya@company.co.ug,+256702133290,1992-06-19,Male,Divorced,Payroll Officer,Finance,manager.finance@company.co.ug,Full-time,Active,2016-04-23,,Yes,charles.nabukenya,Welcome2025!,Employee,3941116,1500000,200000,150000,0,0,Centenary Bank,7777842747,Kampala Branch,,CM754404626243,,8709761426,98320059-36,"Plot 171, Nakasero",Masaka,Mbale,Stephen Nalwanga,+256763099757,Child,
Esther,,Mukasa,esther.mukasa@company.co.ug,+256771712956,2005-08-04,Female,Single,Procurement Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2022-10-16,2023-04-14,Yes,esther.mukasa,Welcome2025!,Admin,1819993,300000,0,300000,300000,0,Bank of Africa,4565193770,Kampala Branch,,CM912710588497,,,33369809-59,"Plot 96, Ggaba Road",Masaka,Jinja,Geoffrey Nakandi,+256719487786,Parent,
James,,Ssekitto,james.ssekitto@company.co.ug,+256790940581,2005-01-25,Male,Married,Project Manager,Management,manager.management@company.co.ug,Full-time,Active,2017-03-13,2017-09-09,Yes,james.ssekitto,Welcome2025!,Employee,4396411,800000,0,0,150000,0,Bank of Africa,7576159058,Kampala Branch,,CM979020478981,,,54481163-79,"Plot 166, Old Kampala Road",Masaka,Jinja,Prossy Ssekitto,+256778692479,Parent,
Nantongo,Achen,Mbabazi,nantongo.mbabazi@company.co.ug,+256776902935,1996-08-28,Female,Single,Sales Executive,Sales,manager.sales@company.co.ug,Contract,Active,2019-05-29,,Yes,nantongo.mbabazi,Welcome2025!,Admin,6068402,0,0,0,0,1100000,Absa Bank,8460046948,Central Branch,+256753981897,CM782137668277,,9050404145,77317962-16,"Plot 12, Bombo Road",Jinja,Mukono,James Mukasa,+256749117498,Friend,
Brian,Lydia,Tumwebaze,brian.tumwebaze@company.co.ug,+256779190677,1992-04-06,Male,Single,Executive Director,Management,manager.management@company.co.ug,Full-time,Active,2016-09-16,,Yes,brian.tumwebaze,Welcome2025!,Employee,4934644,0,600000,200000,0,0,Absa Bank,9110170244,Kampala Branch,,CM854869947683,,2661716131,,"Plot 179, Nakasero",Gulu,Kampala,Namukwaya Kiwanuka,+256795554386,Spouse,
James,,Mbabazi,james.mbabazi@company.co.ug,+256791233244,1992-12-01,Male,Divorced,Marketing Officer,Sales,manager.sales@company.co.ug,Contract,Active,2016-01-21,2016-07-19,No,,,,3479338,400000,350000,0,0,0,Equity Bank,2696184344,Kampala Main,,CM916823212568,,9445164514,34976104-99,"Plot 198, Bombo Road",Mbarara,Mukono,Moses Mukasa,+256749910163,Friend,
Charles,,Nabukeera,charles.nabukeera@company.co.ug,+256747377963,1989-05-22,Male,Divorced,Mechanical Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2025-06-22,,Yes,charles.nabukeera,Welcome2025!,Supervisor,4928265,500000,300000,500000,0,0,Stanbic Bank,1805870479,Kampala Branch,,CM830303736338,,,,"Plot 170, Ggaba Road",Entebbe,Mukono,Lydia Nakandi,+256701435388,Child,
David,Samuel,Okello,david.okello@company.co.ug,+256705610551,2003-10-17,Male,Divorced,Mechanical Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2025-05-04,2025-10-31,Yes,david.okello,Welcome2025!,Admin,1643819,800000,0,0,0,0,Stanbic Bank,5317630988,Central Branch,,CM807796975456,,5315511251,62311279-43,"Plot 52, Entebbe Road",Mbarara,Jinja,Gloria Byaruhanga,+256709727261,Child,
Gloria,,Mbabazi,gloria.mbabazi@company.co.ug,+256787225922,1993-07-28,Female,Divorced,HR Officer,Human Resources,,Full-time,Active,2018-04-22,,No,,,,2890676,800000,250000,300000,150000,0,Stanbic Bank,5266318726,Central Branch,,CM725960381393,,3936067732,,"Plot 101, Nakasero",Entebbe,Mukono,Sarah Byaruhanga,+256750027736,Parent,
Samuel,Esther,Nakandi,samuel.nakandi@company.co.ug,+256781527609,2005-03-14,Male,Single,Procurement Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2025-05-13,2025-11-09,Yes,samuel.nakandi,Welcome2025!,Admin,7729412,0,0,0,0,0,DFCU Bank,1000510691,Kampala Main,+256758376059,CM786313497285,,8191492524,45434327-68,"Plot 36, Entebbe Road",Mbarara,Gulu,Prossy Apio,+256792600703,Spouse,
Francis,,Byaruhanga,francis.byaruhanga@company.co.ug,+256732406192,1975-10-23,Male,Married,General Manager,Management,,Full-time,Active,2020-01-17,2020-07-15,Yes,francis.byaruhanga,Welcome2025!,Admin,9163121,0,600000,0,200000,0,Equity Bank,4142796436,Kampala Branch,+256752306590,CM897348213187,,1974734249,,"Plot 130, Ggaba Road",Gulu,Gulu,Brian Mbabazi,+256721992923,Sibling,
Nakato,,Nabukeera,nakato.nabukeera@company.co.ug,+256746278579,1985-05-26,Female,Divorced,Auditor,Finance,manager.finance@company.co.ug,Contract,Active,2014-06-14,2014-12-11,No,,,,2125321,1100000,0,550000,250000,0,Stanbic Bank,1284712621,Kampala Main,,CM776835438755,,,,"Plot 158, Nakasero",Masaka,Wakiso,Achen Kiwanuka,+256799283292,Spouse,
